PriceUnderCloud,PriceInCloud,PriceOverCloud,PriceCloudIntersectBear,PriceCloudIntersectBull,PriceBaseLinePosition,PriceConvLinePosition,ConvLineBaseLinePosition,ConvBaseIntersectBull,ConvBaseIntersectBear,ForwardCloudIntersectBear,ForwardCloudIntersectBull,Close,ForwardCloudWidth,PriceBaseLineDistance,PriceConvLineDistance
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37377603453853236,0.6347233513161771,0.5597480071460661,0.5001873621727375
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3717169109413492,0.6382533546414649,0.5542150297230377,0.4914062111389293
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3848383805708313,0.6422349158773966,0.5894731343439514,0.5454660012269731
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3770948938711523,0.6257017835551535,0.5686659632040285,0.5710931670839476
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3768864931445492,0.6202983257939234,0.5681059790841753,0.5951484803767138
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3900826137805758,0.6216746900805146,0.6035646750316036,0.6585697468123557
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3737682583920173,0.6265850910599955,0.5597271122162208,0.5889970320505378
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3870234777415582,0.5985282689772182,0.6016653259086683,0.7242924176352568
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38090365043422,0.5848469964407771,0.5852210161204384,0.7501052875926444
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3846082066339861,0.5806392080975677,0.5974842504466291,0.7860655601797346
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.368368502251972,0.5685806937930057,0.5664908010071357,0.7436719669711989
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.37579161171523123,0.5720398891092799,0.5864371010374332,0.775327883802291
